no_of_adults;no_of_children;no_of_weekend_nights;no_of_week_nights;required_car_parking_space;room_type_reserved;lead_time;arrival_month;arrival_date;repeated_guest;no_of_previous_cancellations;no_of_previous_bookings_not_canceled;avg_price_per_room;no_of_special_requests;booking_status
2;0;0;2;0;Room_Type 1;46;11;11;0;0;0;79.2;1;Canceled
3;0;2;1;0;Room_Type 4;84;8;28;0;0;0;159.3;0;Canceled
1;0;0;2;0;Room_Type 1;188;6;15;0;0;0;130;0;Canceled
2;0;0;3;0;Room_Type 1;19;10;6;1;1;0;90;0;Not_Canceled
2;0;0;2;0;Room_Type 4;67;5;27;0;0;0;140.4;1;Not_Canceled
2;0;0;1;0;Room_Type 1;0;8;11;0;0;0;75;0;Not_Canceled
2;0;0;2;0;Room_Type 1;273;7;17;0;0;0;109;0;Canceled
2;0;2;1;0;Room_Type 1;110;7;25;0;0;0;94.5;0;Canceled
1;0;0;1;0;Room_Type 1;0;12;15;1;0;1;75;0;Not_Canceled
2;0;1;2;0;Room_Type 4;32;10;23;0;0;0;75;1;Not_Canceled
2;0;2;1;0;Room_Type 1;282;10;10;0;0;0;76.67;0;Not_Canceled
2;0;2;2;0;Room_Type 1;38;10;2;0;0;0;126;0;Not_Canceled
2;0;1;1;0;Room_Type 1;175;7;23;0;0;0;85.5;1;Not_Canceled
2;0;0;3;0;Room_Type 4;143;8;18;0;0;0;140.7;0;Canceled
2;0;2;2;0;Room_Type 4;127;6;26;0;0;0;103.7;1;Not_Canceled
1;0;0;1;0;Room_Type 1;0;9;8;0;0;0;142;0;Not_Canceled
2;1;2;5;0;Room_Type 1;95;12;21;0;0;0;103.7;3;Not_Canceled
1;0;1;2;0;Room_Type 1;118;6;6;0;0;0;110;0;Not_Canceled
2;0;0;3;0;Room_Type 1;45;11;10;0;0;0;75;0;Not_Canceled
3;0;1;1;0;Room_Type 4;69;7;25;0;0;0;137.7;0;Not_Canceled
2;0;0;1;0;Room_Type 1;57;9;7;0;0;0;87.3;3;Not_Canceled
1;0;0;2;0;Room_Type 1;5;8;24;1;0;4;0;4;Not_Canceled
2;0;0;2;0;Room_Type 1;39;8;14;0;0;0;101.5;0;Not_Canceled
2;0;0;1;0;Room_Type 1;0;2;24;0;0;0;97;1;Not_Canceled
3;0;1;1;0;Room_Type 4;89;8;15;0;0;0;150.3;1;Not_Canceled
2;0;0;4;0;Room_Type 1;85;3;29;0;0;0;82.45;0;Not_Canceled
1;0;0;1;1;Room_Type 4;4;7;1;1;0;3;103;1;Not_Canceled
1;0;2;6;0;Room_Type 1;11;7;5;0;0;0;145;0;Canceled
1;0;1;1;0;Room_Type 1;12;7;11;0;0;0;145;1;Not_Canceled
2;0;2;2;0;Room_Type 4;77;5;14;0;0;0;134.85;1;Not_Canceled
2;1;1;1;0;Room_Type 6;14;10;22;0;0;0;168.25;1;Not_Canceled
1;0;2;1;0;Room_Type 1;1;2;28;0;0;0;60;0;Canceled
2;0;1;3;0;Room_Type 1;133;6;13;0;0;0;76;0;Not_Canceled
2;0;1;2;0;Room_Type 1;3;8;10;0;0;0;63.5;1;Not_Canceled
2;0;2;0;0;Room_Type 1;19;9;18;0;0;0;95;0;Not_Canceled
2;0;2;2;0;Room_Type 4;86;9;3;0;0;0;90.95;3;Not_Canceled
2;0;0;2;0;Room_Type 1;23;10;16;0;0;0;98.4;2;Not_Canceled
2;0;0;1;0;Room_Type 1;65;9;22;0;0;0;135.9;1;Not_Canceled
2;0;0;2;0;Room_Type 4;1;11;16;0;0;0;130;1;Not_Canceled
2;0;0;1;0;Room_Type 4;66;11;19;0;0;0;81.9;2;Not_Canceled
3;0;1;4;0;Room_Type 1;50;2;22;0;0;0;78.85;1;Not_Canceled
2;0;2;3;0;Room_Type 1;87;6;26;0;0;0;141.3;0;Canceled
2;0;1;1;0;Room_Type 1;159;4;9;0;0;0;70;1;Not_Canceled
2;0;2;3;0;Room_Type 1;39;8;13;0;0;0;170.1;2;Not_Canceled
2;0;2;0;0;Room_Type 1;386;10;23;0;0;0;115;1;Canceled
2;2;0;5;0;Room_Type 6;22;12;29;0;0;0;199;0;Not_Canceled
2;0;2;2;0;Room_Type 4;102;7;10;0;0;0;82.45;0;Not_Canceled
4;0;0;3;0;Room_Type 7;86;10;20;0;0;0;192.86;1;Not_Canceled
2;0;2;2;0;Room_Type 1;56;9;25;0;0;0;185;0;Not_Canceled
2;0;2;6;0;Room_Type 1;36;12;10;0;0;0;68.07;1;Not_Canceled
2;0;0;3;0;Room_Type 1;50;10;4;0;0;0;118.8;1;Not_Canceled
2;0;0;2;0;Room_Type 4;115;10;27;0;0;0;104.4;0;Canceled
1;0;0;1;0;Room_Type 1;0;3;23;1;0;12;65;0;Not_Canceled
2;0;1;3;0;Room_Type 1;35;3;3;0;0;0;71.1;0;Canceled
2;0;2;1;0;Room_Type 1;17;5;21;0;0;0;95;0;Not_Canceled
2;0;4;11;0;Room_Type 4;237;9;13;0;0;0;116.62;1;Canceled
2;0;0;4;0;Room_Type 1;125;9;7;0;0;0;136;2;Not_Canceled
2;2;2;2;0;Room_Type 6;32;12;2;0;0;0;147.9;0;Canceled
2;0;2;0;0;Room_Type 1;5;9;18;0;0;0;123.7;0;Not_Canceled
2;0;2;1;0;Room_Type 1;91;6;19;0;0;0;135.9;0;Canceled
2;0;0;2;0;Room_Type 1;102;10;16;0;0;0;109;0;Not_Canceled
3;0;2;1;0;Room_Type 4;9;3;20;0;0;0;186;1;Not_Canceled
3;0;1;3;0;Room_Type 4;155;12;26;0;0;0;115.6;1;Canceled
2;2;0;1;0;Room_Type 6;0;5;14;0;0;0;221;0;Canceled
1;0;0;3;0;Room_Type 1;11;9;15;0;0;0;65;0;Not_Canceled
1;0;0;1;0;Room_Type 1;0;2;19;0;0;0;80;0;Not_Canceled
2;1;1;4;0;Room_Type 1;86;3;23;0;0;0;73.83;0;Not_Canceled
1;0;0;1;1;Room_Type 1;18;10;18;1;3;19;67;0;Not_Canceled
2;0;0;2;0;Room_Type 1;58;3;4;0;0;0;80.3;1;Not_Canceled
2;0;2;1;0;Room_Type 1;54;4;30;0;0;0;85;0;Not_Canceled
2;1;2;3;0;Room_Type 1;25;7;23;0;0;0;152.1;1;Canceled
2;0;0;2;0;Room_Type 1;107;9;9;0;0;0;89.25;1;Not_Canceled
1;0;0;4;0;Room_Type 1;100;9;28;0;0;0;110;0;Not_Canceled
2;0;1;2;0;Room_Type 1;273;5;13;0;0;0;95;0;Canceled
2;0;0;1;0;Room_Type 1;29;3;18;0;0;0;79;0;Not_Canceled
2;0;0;1;0;Room_Type 1;221;8;12;0;0;0;80;0;Canceled
2;0;2;2;0;Room_Type 1;213;10;1;0;0;0;102.85;2;Canceled
2;0;1;2;0;Room_Type 1;198;9;9;0;0;0;90;0;Canceled
2;0;1;2;0;Room_Type 2;81;1;29;0;0;0;62.37;2;Not_Canceled
2;0;0;1;0;Room_Type 1;23;4;8;0;0;0;98;0;Not_Canceled
2;0;0;3;0;Room_Type 1;26;9;17;0;0;0;117.67;1;Canceled
2;0;2;1;0;Room_Type 1;20;6;18;0;0;0;141;1;Not_Canceled
2;1;1;3;0;Room_Type 6;124;12;26;0;0;0;156.61;2;Canceled
3;0;0;3;0;Room_Type 4;85;8;3;0;0;0;152.1;0;Canceled
2;0;0;1;0;Room_Type 1;167;8;6;0;0;0;105.3;0;Canceled
2;0;1;3;0;Room_Type 1;71;5;30;0;0;0;119.85;1;Not_Canceled
2;0;0;2;0;Room_Type 1;48;11;4;0;0;0;97.2;2;Not_Canceled
1;0;0;1;0;Room_Type 1;37;5;13;0;0;0;116.1;0;Not_Canceled
3;0;2;2;0;Room_Type 4;76;5;29;0;0;0;150.45;0;Canceled
1;0;0;1;0;Room_Type 1;13;1;20;0;0;0;71;0;Not_Canceled
1;0;1;0;0;Room_Type 1;3;6;27;0;0;0;0;0;Not_Canceled
2;0;1;2;0;Room_Type 4;75;12;7;0;0;0;60;0;Not_Canceled
1;0;0;1;0;Room_Type 1;5;4;5;1;0;1;89;1;Not_Canceled
2;0;2;0;0;Room_Type 1;386;10;23;0;0;0;115;1;Canceled
2;0;1;1;0;Room_Type 1;180;5;2;0;0;0;100;1;Not_Canceled
2;0;1;3;0;Room_Type 1;122;11;14;0;0;0;75.9;2;Canceled
2;0;1;2;0;Room_Type 1;224;10;2;0;0;0;65;0;Not_Canceled
2;0;2;2;0;Room_Type 1;24;5;29;0;0;0;104.55;2;Not_Canceled
1;0;2;2;0;Room_Type 1;162;10;14;0;0;0;115;0;Canceled
3;0;1;1;0;Room_Type 4;25;7;2;0;0;0;187;0;Canceled
1;0;0;1;0;Room_Type 1;1;8;4;0;0;0;115;0;Not_Canceled
2;0;0;4;0;Room_Type 1;236;9;27;0;0;0;84.43;1;Canceled
2;0;2;3;0;Room_Type 1;120;4;8;0;0;0;90.95;0;Canceled
2;0;1;3;1;Room_Type 4;12;3;24;0;0;0;208;1;Not_Canceled
2;0;2;4;0;Room_Type 1;224;9;3;0;0;0;97.18;1;Canceled
1;0;0;4;0;Room_Type 1;33;10;21;0;0;0;79.11;0;Not_Canceled
2;0;0;2;0;Room_Type 1;24;5;13;0;0;0;0;0;Not_Canceled
2;0;0;1;0;Room_Type 4;22;9;8;0;0;0;120;1;Not_Canceled
2;0;0;3;0;Room_Type 1;10;10;20;0;0;0;126;1;Not_Canceled
2;0;0;2;0;Room_Type 1;15;2;16;0;0;0;91;1;Canceled
2;0;0;5;0;Room_Type 1;230;9;6;0;0;0;137;0;Canceled
2;0;0;4;0;Room_Type 1;54;3;16;0;0;0;67.32;0;Not_Canceled
2;0;0;1;0;Room_Type 1;45;10;23;0;0;0;81.62;0;Not_Canceled
3;0;1;3;0;Room_Type 4;63;10;24;0;0;0;123.66;2;Not_Canceled
2;0;2;1;0;Room_Type 1;166;8;6;0;0;0;94.5;1;Not_Canceled
2;0;1;4;0;Room_Type 1;148;8;22;0;0;0;96.3;0;Canceled
2;0;2;1;0;Room_Type 1;136;8;13;0;0;0;88.01;1;Not_Canceled
2;0;1;3;0;Room_Type 1;37;3;10;0;0;0;81.9;2;Not_Canceled
2;0;0;4;0;Room_Type 1;66;5;11;0;0;0;119.85;1;Not_Canceled
1;0;0;1;0;Room_Type 1;11;10;23;0;0;0;83.5;0;Not_Canceled
1;0;0;1;1;Room_Type 1;1;4;1;1;0;3;67;1;Not_Canceled
2;0;2;2;0;Room_Type 4;7;6;19;0;0;0;156;1;Not_Canceled
2;0;0;1;0;Room_Type 1;43;10;13;0;0;0;85;0;Not_Canceled
2;0;3;5;0;Room_Type 4;5;4;4;0;0;0;126.75;0;Canceled
2;0;1;1;0;Room_Type 1;247;6;6;0;0;0;115;1;Canceled
2;0;2;1;0;Room_Type 1;24;10;16;0;0;0;107.1;1;Canceled
1;0;0;1;0;Room_Type 1;53;10;14;0;0;0;120;0;Not_Canceled
2;0;2;1;0;Room_Type 1;52;11;19;0;0;0;93.6;2;Not_Canceled
2;0;0;1;0;Room_Type 1;56;6;8;0;0;0;120;0;Not_Canceled
1;0;0;1;0;Room_Type 1;12;6;8;0;0;0;90;1;Not_Canceled
2;0;0;5;0;Room_Type 1;230;9;6;0;0;0;137;1;Canceled
2;1;1;3;0;Room_Type 1;92;10;31;0;0;0;106.43;1;Canceled
1;0;0;3;0;Room_Type 1;2;5;31;0;0;0;87.78;0;Not_Canceled
2;0;0;2;0;Room_Type 1;74;9;18;0;0;0;101.5;0;Not_Canceled
2;0;0;1;0;Room_Type 1;82;6;23;0;0;0;85.5;0;Canceled
1;0;0;3;0;Room_Type 1;37;10;13;0;0;0;95;0;Not_Canceled
2;0;2;2;0;Room_Type 4;147;7;1;0;0;0;103.7;2;Not_Canceled
1;0;0;1;0;Room_Type 1;2;8;26;0;0;0;65;0;Not_Canceled
2;0;2;6;0;Room_Type 1;166;8;18;0;0;0;100.12;0;Canceled
2;0;1;3;1;Room_Type 1;28;4;11;0;0;0;156.25;2;Not_Canceled
2;0;1;2;0;Room_Type 1;309;5;13;0;0;0;101;0;Canceled
2;0;1;3;1;Room_Type 1;54;7;4;0;0;0;161.1;0;Not_Canceled
2;0;1;3;1;Room_Type 1;49;12;8;0;0;0;83.8;2;Not_Canceled
2;1;0;1;1;Room_Type 1;1;6;18;0;0;0;168;2;Not_Canceled
2;0;2;1;0;Room_Type 1;0;12;27;0;0;0;58;0;Not_Canceled
2;0;2;1;0;Room_Type 1;4;8;8;0;0;0;94.5;0;Not_Canceled
2;0;0;4;0;Room_Type 1;60;12;9;0;0;0;96.3;1;Not_Canceled
2;0;0;1;0;Room_Type 1;157;8;14;0;0;0;76.5;1;Not_Canceled
2;0;2;3;0;Room_Type 1;268;4;8;0;0;0;78;0;Not_Canceled
2;0;1;1;0;Room_Type 1;38;9;26;0;0;0;112.59;0;Canceled
2;2;2;1;0;Room_Type 7;30;6;12;0;0;0;187.04;0;Canceled
2;0;0;1;1;Room_Type 1;2;10;11;0;0;0;169;2;Not_Canceled
2;0;3;7;0;Room_Type 1;217;12;5;0;0;0;46.63;1;Not_Canceled
2;0;0;3;0;Room_Type 1;143;8;25;0;0;0;100;0;Not_Canceled
2;0;0;3;0;Room_Type 1;179;10;19;0;0;0;85.5;2;Not_Canceled
1;0;0;2;0;Room_Type 1;188;6;15;0;0;0;130;0;Canceled
3;0;2;2;0;Room_Type 4;94;7;8;0;0;0;146.7;1;Not_Canceled
1;0;0;2;0;Room_Type 1;32;11;20;0;0;0;73;0;Not_Canceled
3;0;2;2;0;Room_Type 6;2;4;1;0;0;0;143.22;2;Not_Canceled
2;0;0;3;0;Room_Type 1;70;10;22;0;0;0;89.25;1;Not_Canceled
2;0;1;0;0;Room_Type 1;4;9;19;0;0;0;85;0;Not_Canceled
2;0;2;0;0;Room_Type 1;34;2;28;0;0;0;6.5;1;Not_Canceled
2;2;0;1;0;Room_Type 2;16;3;8;0;0;0;83.03;0;Canceled
2;0;1;3;0;Room_Type 1;24;2;11;0;0;0;91;0;Canceled
2;0;2;2;0;Room_Type 1;78;4;10;0;0;0;80.75;1;Not_Canceled
2;0;1;2;0;Room_Type 1;305;11;4;0;0;0;89;0;Canceled
2;0;0;3;0;Room_Type 1;37;10;13;0;0;0;105;0;Not_Canceled
2;0;2;5;0;Room_Type 1;98;4;30;0;0;0;109.81;0;Not_Canceled
2;0;1;3;0;Room_Type 4;14;12;5;0;0;0;70.88;0;Not_Canceled
1;0;0;2;0;Room_Type 1;44;11;23;0;0;0;83.6;2;Not_Canceled
1;0;2;1;0;Room_Type 1;1;2;28;0;0;0;60;0;Canceled
2;0;0;3;0;Room_Type 1;213;6;7;0;0;0;130;0;Canceled
1;0;1;1;0;Room_Type 1;5;4;4;0;0;0;95;1;Not_Canceled
2;0;0;1;0;Room_Type 1;55;4;6;0;0;0;104;0;Not_Canceled
2;0;0;3;0;Room_Type 4;139;2;11;0;0;0;62;1;Not_Canceled
2;0;2;1;0;Room_Type 2;44;4;23;0;0;0;95;0;Not_Canceled
1;0;2;1;0;Room_Type 4;18;2;28;0;0;0;145;1;Not_Canceled
1;0;1;0;0;Room_Type 1;0;10;17;0;0;0;95;0;Not_Canceled
1;0;0;2;0;Room_Type 1;192;6;24;0;0;0;95;0;Not_Canceled
2;0;2;4;0;Room_Type 1;152;6;18;0;0;0;80.75;0;Not_Canceled
3;0;0;4;0;Room_Type 4;42;8;30;0;0;0;142.2;2;Not_Canceled
3;0;2;3;0;Room_Type 4;209;10;21;0;0;0;128.7;1;Canceled
2;0;2;3;0;Room_Type 1;69;3;20;0;0;0;90.95;1;Not_Canceled
2;0;1;2;0;Room_Type 1;80;11;18;0;0;0;93.6;2;Not_Canceled
2;0;1;2;0;Room_Type 4;49;11;9;0;0;0;60;0;Not_Canceled
1;0;0;3;0;Room_Type 1;143;8;25;0;0;0;90;0;Not_Canceled
2;0;2;1;0;Room_Type 1;67;12;5;0;0;0;95.4;2;Not_Canceled
2;0;0;2;0;Room_Type 1;41;10;21;0;0;0;160;1;Canceled
2;0;2;1;0;Room_Type 4;154;10;30;0;0;0;104.1;2;Canceled
2;0;0;1;0;Room_Type 1;55;4;6;0;0;0;104;0;Not_Canceled
2;0;0;4;0;Room_Type 1;2;8;3;0;0;0;109;0;Not_Canceled
2;0;2;4;0;Room_Type 4;99;4;10;0;0;0;93.78;1;Canceled
1;0;0;2;0;Room_Type 1;14;10;14;0;0;0;95;0;Not_Canceled
1;0;0;1;0;Room_Type 1;0;10;15;0;0;0;140;0;Not_Canceled
2;0;1;3;0;Room_Type 1;22;12;24;0;0;0;87;1;Not_Canceled
1;0;2;1;0;Room_Type 4;7;3;5;0;0;0;85.85;1;Not_Canceled
2;0;1;3;0;Room_Type 4;84;3;24;0;0;0;99.45;0;Not_Canceled
2;0;0;4;0;Room_Type 4;109;5;4;0;0;0;120.28;1;Not_Canceled
1;0;0;3;0;Room_Type 1;71;6;14;0;0;0;120;0;Not_Canceled
2;0;2;0;0;Room_Type 1;4;4;3;0;0;0;77.77;1;Not_Canceled
1;0;0;3;0;Room_Type 1;71;6;14;0;0;0;120;0;Not_Canceled
2;0;0;1;0;Room_Type 1;58;6;10;0;0;0;116.1;1;Not_Canceled
3;0;0;1;0;Room_Type 4;133;7;23;0;0;0;189;0;Canceled
2;0;2;1;0;Room_Type 4;27;6;26;0;0;0;152.67;0;Canceled
2;0;2;3;0;Room_Type 1;27;2;4;0;0;0;66.31;1;Not_Canceled
1;0;0;1;0;Room_Type 1;9;9;10;0;0;0;95;2;Not_Canceled
2;1;0;3;0;Room_Type 1;86;12;8;0;0;0;122;0;Canceled
2;0;0;3;0;Room_Type 1;13;12;17;0;0;0;58;0;Not_Canceled
2;0;1;3;0;Room_Type 1;0;12;5;0;0;0;89.89;1;Not_Canceled
2;0;0;2;0;Room_Type 4;5;6;21;0;0;0;156;1;Not_Canceled
2;0;1;3;0;Room_Type 4;82;3;24;0;0;0;99.45;0;Not_Canceled
2;1;0;2;0;Room_Type 6;330;8;31;0;0;0;172.8;0;Canceled
2;0;1;3;0;Room_Type 1;3;8;22;0;0;0;98.56;1;Not_Canceled
1;0;0;1;0;Room_Type 1;35;3;10;0;0;0;71.1;0;Canceled
1;0;6;15;0;Room_Type 4;12;3;30;0;0;0;128.06;0;Canceled
1;0;0;1;0;Room_Type 1;0;11;19;0;0;0;0;0;Not_Canceled
2;1;0;1;0;Room_Type 1;7;4;7;0;0;0;106;1;Not_Canceled
2;0;0;4;0;Room_Type 4;47;9;27;0;0;0;130.61;1;Canceled
2;0;2;3;0;Room_Type 1;117;6;17;0;0;0;105.74;1;Not_Canceled
2;0;0;2;0;Room_Type 4;2;6;10;0;0;0;136;1;Not_Canceled
2;0;0;1;0;Room_Type 1;26;6;8;0;0;0;120;0;Not_Canceled
2;0;2;2;0;Room_Type 1;75;12;2;0;0;0;74.8;1;Not_Canceled
2;0;0;2;0;Room_Type 1;256;6;15;0;0;0;112;1;Canceled
2;1;1;0;0;Room_Type 1;137;8;21;0;0;0;121.5;2;Not_Canceled
2;0;0;4;0;Room_Type 1;92;10;7;0;0;0;70;0;Not_Canceled
1;0;0;1;0;Room_Type 1;1;11;29;0;0;0;75;0;Not_Canceled
2;0;0;1;0;Room_Type 1;18;1;2;0;0;0;54;0;Not_Canceled
2;0;1;2;0;Room_Type 1;78;3;25;0;0;0;100;0;Canceled
1;0;0;1;0;Room_Type 4;8;4;23;0;0;0;0;2;Not_Canceled
1;2;4;9;0;Room_Type 6;30;11;2;0;0;0;186.22;0;Canceled
2;0;2;0;0;Room_Type 1;117;11;13;0;0;0;79.2;0;Not_Canceled
2;0;1;1;0;Room_Type 1;10;3;19;0;0;0;103;0;Not_Canceled
2;0;2;2;0;Room_Type 1;56;9;25;0;0;0;185;0;Not_Canceled
2;0;0;2;0;Room_Type 1;8;10;20;0;0;0;135;1;Not_Canceled
2;0;2;0;0;Room_Type 1;386;10;23;0;0;0;115;1;Canceled
2;0;0;2;0;Room_Type 1;273;7;17;0;0;0;109;0;Canceled
2;0;0;1;0;Room_Type 1;33;11;26;0;0;0;104;1;Canceled
3;0;2;5;0;Room_Type 4;184;8;3;0;0;0;130.05;3;Not_Canceled
2;0;1;3;0;Room_Type 1;232;9;5;0;0;0;100.3;0;Canceled
1;0;0;2;0;Room_Type 1;188;6;15;0;0;0;130;0;Canceled
2;0;0;2;0;Room_Type 1;102;10;16;0;0;0;109;0;Not_Canceled
2;0;2;2;0;Room_Type 4;45;10;7;0;0;0;139.5;1;Canceled
1;0;0;1;0;Room_Type 1;1;2;3;0;0;0;66;1;Not_Canceled
2;0;2;2;0;Room_Type 1;63;9;3;0;0;0;106.88;2;Not_Canceled
2;0;2;2;0;Room_Type 4;89;9;16;0;0;0;149.4;1;Not_Canceled
1;0;0;2;0;Room_Type 1;63;4;26;0;0;0;109.35;2;Not_Canceled
2;0;0;3;0;Room_Type 1;304;11;3;0;0;0;89;0;Canceled
1;0;2;1;0;Room_Type 1;1;4;9;0;0;0;115;1;Not_Canceled
1;0;0;1;0;Room_Type 1;51;3;16;0;0;0;85.5;0;Not_Canceled
2;0;0;2;0;Room_Type 4;110;4;20;0;0;0;90.95;0;Not_Canceled
2;0;2;1;0;Room_Type 4;20;7;30;0;0;0;117.55;1;Not_Canceled
2;0;0;1;0;Room_Type 1;50;10;19;0;0;0;108;1;Canceled
2;0;0;3;0;Room_Type 4;48;10;11;0;0;0;139.5;1;Not_Canceled
2;0;0;3;0;Room_Type 5;96;9;13;0;0;0;129.88;0;Canceled
2;0;1;4;0;Room_Type 1;148;12;30;0;0;0;67;0;Not_Canceled
2;0;1;1;0;Room_Type 1;25;10;3;0;0;0;129;1;Canceled
2;0;2;5;0;Room_Type 1;148;6;25;0;0;0;79.53;0;Canceled
2;0;1;3;0;Room_Type 1;114;8;22;0;0;0;72.25;0;Not_Canceled
1;0;0;2;0;Room_Type 1;257;7;1;0;0;0;80;0;Not_Canceled
2;0;2;5;0;Room_Type 1;105;6;11;0;0;0;119.85;2;Not_Canceled
1;0;1;2;0;Room_Type 1;4;11;2;0;0;0;117;0;Not_Canceled
2;0;2;2;0;Room_Type 4;67;9;6;0;0;0;29;1;Not_Canceled
2;0;2;2;1;Room_Type 1;61;9;2;0;0;0;118.8;1;Not_Canceled
2;0;0;2;0;Room_Type 1;79;12;30;0;0;0;192.03;1;Not_Canceled
3;0;0;1;0;Room_Type 1;74;5;21;0;0;0;168.3;2;Not_Canceled
2;0;0;1;0;Room_Type 1;120;5;12;0;0;0;72.76;0;Not_Canceled
2;0;0;3;0;Room_Type 1;157;12;8;0;0;0;68;0;Not_Canceled
2;0;0;4;0;Room_Type 1;4;1;6;0;0;0;89;0;Not_Canceled
2;0;2;5;0;Room_Type 4;46;8;28;0;0;0;124.46;0;Not_Canceled
1;0;2;1;0;Room_Type 1;41;3;13;0;0;0;70.33;0;Not_Canceled
3;0;1;4;0;Room_Type 4;84;6;15;0;0;0;170.1;2;Not_Canceled
2;0;0;2;0;Room_Type 1;245;6;17;0;0;0;75;0;Canceled
2;0;0;3;0;Room_Type 4;27;6;29;0;0;0;125.25;1;Not_Canceled
2;0;3;7;0;Room_Type 1;74;7;27;0;0;0;55.9;0;Not_Canceled
2;0;1;2;0;Room_Type 1;85;6;20;0;0;0;126.9;0;Canceled
2;0;0;2;0;Room_Type 1;6;2;26;0;0;0;79;0;Canceled
2;0;2;3;0;Room_Type 1;256;10;23;0;0;0;94.35;2;Canceled
2;0;0;2;0;Room_Type 1;265;6;24;0;0;0;109;0;Canceled
2;0;2;3;0;Room_Type 4;64;4;15;0;0;0;112.2;0;Not_Canceled
1;0;0;1;0;Room_Type 1;0;10;1;0;0;0;109;1;Not_Canceled
1;0;0;2;0;Room_Type 1;91;9;14;1;1;2;65;0;Not_Canceled
2;0;1;3;0;Room_Type 1;127;4;28;0;0;0;90;0;Not_Canceled
2;0;0;3;0;Room_Type 1;73;7;14;0;0;0;85;0;Not_Canceled
2;0;0;4;0;Room_Type 1;36;12;28;0;0;0;168.73;0;Not_Canceled
2;0;1;3;0;Room_Type 1;17;12;8;0;0;0;100.38;0;Not_Canceled
2;0;2;5;0;Room_Type 1;164;7;27;0;0;0;99.45;0;Canceled
2;0;0;1;0;Room_Type 1;0;9;27;0;0;0;160;0;Not_Canceled
2;0;2;1;0;Room_Type 1;37;10;2;0;0;0;126;1;Not_Canceled
3;0;1;2;0;Room_Type 1;191;8;1;0;0;0;96.9;0;Not_Canceled
2;2;2;4;0;Room_Type 2;33;10;17;0;0;0;95;2;Not_Canceled
2;0;2;1;0;Room_Type 1;32;9;5;0;0;0;94.5;3;Not_Canceled
1;0;1;1;0;Room_Type 1;3;9;7;0;0;0;98.8;0;Not_Canceled
2;0;2;1;0;Room_Type 1;53;7;10;0;0;0;100.5;1;Not_Canceled
2;0;1;0;0;Room_Type 7;8;6;19;1;0;1;0;1;Not_Canceled
2;0;2;1;0;Room_Type 1;107;5;29;0;0;0;80.75;1;Canceled
2;0;0;1;0;Room_Type 1;55;4;6;0;0;0;104;0;Not_Canceled
2;0;1;2;0;Room_Type 1;84;4;29;0;0;0;89.75;0;Not_Canceled
2;2;0;2;0;Room_Type 6;0;8;25;0;0;0;156;1;Not_Canceled
2;0;1;1;0;Room_Type 4;1;6;11;0;0;0;136;2;Not_Canceled
2;0;0;2;0;Room_Type 1;29;12;2;0;0;0;85;1;Not_Canceled
2;0;0;4;0;Room_Type 4;41;10;14;0;0;0;87.54;1;Not_Canceled
2;0;0;2;0;Room_Type 1;86;9;9;0;0;0;100;0;Not_Canceled
2;0;2;2;0;Room_Type 1;167;10;1;0;0;0;108.9;1;Canceled
2;0;0;3;0;Room_Type 1;34;6;14;0;0;0;107.1;1;Not_Canceled
2;0;1;2;0;Room_Type 1;101;4;4;0;0;0;80;0;Canceled
2;0;0;3;0;Room_Type 1;259;5;5;0;0;0;90;0;Canceled
2;0;0;2;0;Room_Type 1;122;5;12;0;0;0;105.3;1;Not_Canceled
2;0;0;1;0;Room_Type 1;1;2;11;0;0;0;80;2;Not_Canceled
2;0;0;2;1;Room_Type 4;107;8;25;0;0;0;142.2;0;Not_Canceled
2;0;0;3;0;Room_Type 4;35;4;5;0;0;0;131.4;1;Not_Canceled
1;0;0;2;0;Room_Type 1;192;6;24;0;0;0;95;0;Not_Canceled
2;0;0;2;0;Room_Type 1;4;4;1;0;0;0;111;0;Canceled
2;0;1;3;0;Room_Type 1;85;10;6;0;0;0;85;1;Not_Canceled
3;0;0;4;0;Room_Type 4;137;8;24;0;0;0;130.95;0;Canceled
2;0;0;2;0;Room_Type 1;74;9;18;0;0;0;101.5;0;Not_Canceled
1;0;2;1;0;Room_Type 1;116;2;28;0;0;0;82;0;Not_Canceled
2;0;2;2;1;Room_Type 1;34;9;13;0;0;0;94.5;2;Not_Canceled
2;0;2;1;0;Room_Type 1;56;8;28;0;0;0;109.8;0;Canceled
2;0;2;4;0;Room_Type 1;149;7;10;0;0;0;72.25;0;Canceled
2;0;2;2;0;Room_Type 1;12;2;6;0;0;0;55.72;0;Not_Canceled
3;0;1;1;0;Room_Type 4;52;10;17;0;0;0;158.4;1;Canceled
2;0;1;4;0;Room_Type 4;191;3;30;0;0;0;69;0;Not_Canceled
2;0;0;3;0;Room_Type 1;37;10;13;0;0;0;105;0;Not_Canceled
2;0;0;3;0;Room_Type 4;57;12;29;0;0;0;219.6;0;Canceled
1;0;2;3;0;Room_Type 1;9;1;8;0;0;0;44.8;0;Not_Canceled
2;0;0;1;0;Room_Type 1;7;10;26;0;0;0;120;0;Not_Canceled
2;0;1;2;0;Room_Type 1;78;3;25;0;0;0;100;0;Canceled
2;0;0;1;0;Room_Type 1;0;6;7;0;0;0;109;0;Not_Canceled
0;2;1;2;0;Room_Type 2;78;8;19;0;0;0;115.68;1;Not_Canceled
